"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Probable Pitcher","Batting Order"
"15426-5427","P","Clayton","Kershaw","47.25","4","13000","MIA@LOS","LOS","MIA","","","",""
"15426-12306","P","Jake","Arrieta","52.5","4","12900","MIL@CHC","CHC","MIL","","","Yes",""
"15426-10978","P","Stephen","Strasburg","48.75","4","11500","PHI@WAS","WAS","PHI","","","",""
"15426-52172","P","Noah","Syndergaard","50.75","4","11300","CIN@NYM","NYM","CIN","","","",""
"15426-6311","P","Madison","Bumgarner","38.2","5","11100","SDP@SFG","SFG","SDP","","","",""
"15426-5661","P","Félix","Hernández","36","4","11000","HOU@SEA","SEA","HOU","","","",""
"15426-12477","P","Chris","Sale","49.8","5","10900","CWS@TOR","CWS","TOR","","","",""
"15426-37984","P","José","Fernández","35.75","4","10700","MIA@LOS","MIA","LOS","","","",""
"15426-5369","P","Jon","Lester","39.25","4","10600","MIL@CHC","CHC","MIL","","","",""
"15426-12921","P","Chris","Archer","32","5","10500","BAL@TAM","TAM","BAL","","","",""
"15426-52859","P","Jacob","deGrom","40","2","10500","CIN@NYM","NYM","CIN","","","",""
"15426-5481","P","Max","Scherzer","32.4","5","10500","PHI@WAS","WAS","PHI","","","",""
"15426-13627","P","Corey","Kluber","34.5","4","10400","CLE@MIN","CLE","MIN","","","",""
"15426-6266","P","Carlos","Carrasco","33","4","10200","CLE@MIN","CLE","MIN","DL","Leg","",""
"15426-5525","P","Cole","Hamels","39.75","4","10200","NYY@TEX","TEX","NYY","DTD","Groin","",""
"15426-5522","P","Zack","Greinke","20.833333333333332","6","10100","STL@ARI","ARI","STL","","","",""
"15426-17064","P","Sonny","Gray","40.75","4","10100","OAK@DET","OAK","DET","","","Yes",""
"15426-23089","P","Dallas","Keuchel","34.25","4","10100","HOU@SEA","HOU","SEA","","","",""
"15426-5320","P","Gio","González","40","3","9600","PHI@WAS","WAS","PHI","","","Yes",""
"15426-52268","P","Masahiro","Tanaka","32.75","4","9500","NYY@TEX","NYY","TEX","","","",""
"15426-5784","P","David","Price","41.2","5","9400","ATL@BOS","BOS","ATL","","","",""
"15426-5498","P","Johnny","Cueto","45.2","5","9300","SDP@SFG","SFG","SDP","","","",""
"15426-17074","P","Matt","Harvey","20.5","4","9300","CIN@NYM","NYM","CIN","","","Yes",""
"15426-13233","P","Nathan","Eovaldi","33.5","4","9100","NYY@TEX","NYY","TEX","","","",""
"15426-21097","P","Taijuan","Walker","40.5","4","9100","HOU@SEA","SEA","HOU","","","",""
"15426-6149","P","Jeff","Samardzija","33.75","4","9000","SDP@SFG","SFG","SDP","","","Yes",""
"15426-39686","P","Carlos","Martínez","43.5","4","9000","STL@ARI","STL","ARI","","","",""
"15426-16956","P","Gerrit","Cole","32","4","9000","PIT@COL","PIT","COL","","","",""
"15426-5754","P","John","Lackey","37.75","4","9000","MIL@CHC","CHC","MIL","","","",""
"15426-5762","P","Francisco","Liriano","28","4","9000","PIT@COL","PIT","COL","","","",""
"15426-6234","P","Jordan","Zimmermann","42.75","4","8900","OAK@DET","DET","OAK","","","",""
"15426-21118","P","Danny","Salazar","38.25","4","8900","CLE@MIN","CLE","MIN","","","",""
"15426-37014","P","Hyun-Jin","Ryu","0","0","8700","MIA@LOS","LOS","MIA","DL","Shoulder","",""
"15426-11088","P","Jaime","García","36.75","4","8700","STL@ARI","STL","ARI","","","",""
"15426-12455","P","Josh","Tomlin","41.5","2","8700","CLE@MIN","CLE","MIN","","","Yes",""
"15426-37999","P","Michael","Wacha","28.75","4","8700","STL@ARI","STL","ARI","","","",""
"15426-17087","P","Drew","Smyly","43.25","4","8700","BAL@TAM","TAM","BAL","","","",""
"15426-6320","P","Marco","Estrada","37","3","8600","CWS@TOR","TOR","CWS","","","Yes",""
"15426-13019","P","Garrett","Richards","34","5","8600","KAN@LAA","LAA","KAN","","","",""
"15426-5197","P","Clay","Buchholz","17.5","4","8600","ATL@BOS","BOS","ATL","","","",""
"15426-52159","P","Lance","McCullers","31.863636363636363","22","8600","HOU@SEA","HOU","SEA","DL","Shoulder","",""
"15426-60633","P","Carlos","Rodon","26.25","4","8500","CWS@TOR","CWS","TOR","","","",""
"15426-52174","P","Steven","Matz","32","3","8500","CIN@NYM","NYM","CIN","","","",""
"15426-5258","P","Jason","Hammel","42","4","8400","MIL@CHC","CHC","MIL","","","",""
"15426-16919","P","Hisashi","Iwakuma","24.75","4","8400","HOU@SEA","SEA","HOU","","","Yes",""
"15426-11354","P","Lance","Lynn","32.064516129032256","31","8400","STL@ARI","STL","ARI","DL","Elbow","",""
"15426-17164","P","Matt","Shoemaker","17.5","4","8400","KAN@LAA","LAA","KAN","","","",""
"15426-14003","P","Drew","Hutchison","38","1","8300","CWS@TOR","TOR","CWS","","","",""
"15426-21099","P","José","Quintana","37.25","4","8300","CWS@TOR","CWS","TOR","","","Yes",""
"15426-6206","P","Edinson","Vólquez","41","4","8200","KAN@LAA","KAN","LAA","","","",""
"15426-38013","P","Yordano","Ventura","34.5","4","8200","KAN@LAA","KAN","LAA","","","",""
"15426-8101","P","Ian","Kennedy","36.75","4","8200","KAN@LAA","KAN","LAA","","","",""
"15426-60644","P","Luis","Severino","12.5","4","8100","NYY@TEX","NYY","TEX","","","",""
"15426-5431","P","Adam","Wainwright","10","4","8100","STL@ARI","STL","ARI","","","Yes",""
"15426-16922","P","Wei-Yin","Chen","27.75","4","8100","MIA@LOS","MIA","LOS","","","",""
"15426-13783","P","Héctor","Santiago","40.25","4","8100","KAN@LAA","LAA","KAN","","","",""
"15426-5764","P","Derek","Holland","30","4","8100","NYY@TEX","TEX","NYY","","","",""
"15426-5202","P","Justin","Verlander","28","4","8000","OAK@DET","DET","OAK","","","Yes",""
"15426-21096","P","Erasmo","Ramírez","15.444444444444445","9","8000","BAL@TAM","TAM","BAL","","","",""
"15426-39041","P","Marcus","Stroman","29.4","5","7900","CWS@TOR","TOR","CWS","","","",""
"15426-11047","P","Colby","Lewis","29.25","4","7900","NYY@TEX","TEX","NYY","","","",""
"15426-5440","P","Yovani","Gallardo","12.75","4","7900","BAL@TAM","BAL","TAM","DL","Shoulder","",""
"15426-5624","P","Scott","Kazmir","18","4","7900","MIA@LOS","LOS","MIA","DTD","Thumb","Yes",""
"15426-5615","P","James","Shields","24.6","5","7900","SDP@SFG","SDP","SFG","","","",""
"15426-5363","P","C.J.","Wilson","31","21","7900","KAN@LAA","LAA","KAN","DL","Shoulder","",""
"15426-16959","P","Trevor","Bauer","11.666666666666666","6","7900","CLE@MIN","CLE","MIN","","","",""
"15426-5659","P","Rick","Porcello","46.25","4","7900","ATL@BOS","BOS","ATL","","","",""
"15426-13444","P","Mike","Fiers","24.75","4","7900","HOU@SEA","HOU","SEA","","","",""
"15426-68452","P","Kenta","Maeda","44.5","4","7800","MIA@LOS","LOS","MIA","","","",""
"15426-53043","P","Jesse","Hahn","27.875","16","7800","OAK@DET","OAK","DET","","","",""
"15426-62872","P","Vince","Velásquez","49","4","7800","PHI@WAS","PHI","WAS","","","",""
"15426-11317","P","Tyson","Ross","10","1","7800","SDP@SFG","SDP","SFG","DL","Shoulder","",""
"15426-61858","P","Raisel","Iglesias","30.2","5","7800","CIN@NYM","CIN","NYM","","","",""
"15426-13479","P","Joe","Kelly","14.666666666666666","3","7800","ATL@BOS","BOS","ATL","DL","Shoulder","",""
"15426-12864","P","Michael","Pineda","27","4","7700","NYY@TEX","NYY","TEX","","","",""
"15426-12918","P","Julio","Teherán","23.6","5","7700","ATL@BOS","ATL","BOS","","","",""
"15426-5983","P","Rich","Hill","40.8","5","7700","OAK@DET","OAK","DET","","","",""
"15426-5767","P","J.A.","Happ","33","4","7700","CWS@TOR","TOR","CWS","","","",""
"15426-23834","P","Collin","McHugh","15.5","4","7600","HOU@SEA","HOU","SEA","","","Yes",""
"15426-12946","P","Matt","Moore","33.75","4","7600","BAL@TAM","TAM","BAL","","","Yes",""
"15426-38183","P","Nathan","Karns","28.333333333333332","3","7600","HOU@SEA","SEA","HOU","","","",""
"15426-52142","P","Eduardo","Rodríguez","29.666666666666668","21","7600","ATL@BOS","BOS","ATL","DL","Knee","",""
"15426-6048","P","Brandon","McCarthy","36.75","4","7600","MIA@LOS","LOS","MIA","DL","Elbow","",""
"15426-5673","P","Jesse","Chavez","6.625","8","7600","CWS@TOR","TOR","CWS","","","",""
"15426-5790","P","Homer","Bailey","11","2","7600","CIN@NYM","CIN","NYM","DL","Elbow","",""
"15426-5914","P","R.A.","Dickey","19.6","5","7500","CWS@TOR","TOR","CWS","","","",""
"15426-13664","P","Patrick","Corbin","22","5","7500","STL@ARI","ARI","STL","","","Yes",""
"15426-17116","P","Jake","Odorizzi","24.4","5","7500","BAL@TAM","TAM","BAL","","","",""
"15426-53001","P","Roenis","Elías","-1","1","7400","ATL@BOS","BOS","ATL","","","",""
"15426-5085","P","Ubaldo","Jiménez","32.25","4","7400","BAL@TAM","BAL","TAM","","","",""
"15426-38101","P","Tanner","Roark","36.75","4","7400","PHI@WAS","WAS","PHI","","","",""
"15426-38311","P","Ross","Stripling","22.75","4","7400","MIA@LOS","LOS","MIA","","","",""
"15426-5892","P","Bartolo","Colón","23.8","5","7400","CIN@NYM","NYM","CIN","","","",""
"15426-13720","P","Juan","Nicasio","29.25","4","7400","PIT@COL","PIT","COL","","","",""
"15426-53398","P","Kyle","Hendricks","27.75","4","7300","MIL@CHC","CHC","MIL","","","",""
"15426-5505","P","Scott","Feldman","17","4","7300","HOU@SEA","HOU","SEA","","","",""
"15426-11321","P","Mike","Montgomery","7","5","7300","HOU@SEA","SEA","HOU","","","",""
"15426-5688","P","Jered","Weaver","26.333333333333332","3","7300","KAN@LAA","LAA","KAN","","","",""
"15426-52873","P","Joe","Ross","25.25","4","7200","PHI@WAS","WAS","PHI","DTD","Hand","",""
"15426-60647","P","Aaron","Nola","35.25","4","7200","PHI@WAS","PHI","WAS","","","",""
"15426-39127","P","Jerad","Eickhoff","34","4","7100","PHI@WAS","PHI","WAS","","","",""
"15426-38164","P","Jimmy","Nelson","34.4","5","7100","MIL@CHC","MIL","CHC","","","",""
"15426-12481","P","Mike","Minor","0","0","7000","KAN@LAA","KAN","LAA","DL","Shoulder","",""
"15426-38120","P","Erik","Johnson","32","6","7000","CWS@TOR","CWS","TOR","","","",""
"15426-12269","P","Andrew","Cashner","25.5","4","7000","SDP@SFG","SDP","SFG","","","Yes",""
"15426-5252","P","Kris","Medlen","22","3","7000","KAN@LAA","KAN","LAA","","","",""
"15426-17005","P","Chase","Whitley","22.75","4","7000","BAL@TAM","TAM","BAL","DL","Elbow","",""
"15426-12943","P","Shelby","Miller","8.333333333333334","6","6900","STL@ARI","ARI","STL","","","",""
"15426-38148","P","Steven","Wright","37.333333333333336","3","6900","ATL@BOS","BOS","ATL","","","Yes",""
"15426-5283","P","Ervin","Santana","23.25","4","6900","CLE@MIN","MIN","CLE","DL","Back","",""
"15426-52167","P","Andrew","Heaney","27","1","6900","KAN@LAA","LAA","KAN","DL","Forearm","",""
"15426-13268","P","Danny","Duffy","5","8","6800","KAN@LAA","KAN","LAA","","","",""
"15426-6151","P","Anibal","Sánchez","21.75","4","6800","OAK@DET","DET","OAK","","","",""
"15426-38028","P","Alex","Wood","17.25","4","6800","MIA@LOS","LOS","MIA","","","",""
"15426-23093","P","A.J.","Griffin","35.25","4","6800","NYY@TEX","TEX","NYY","","","",""
"15426-5686","P","Chris","Tillman","21.25","4","6800","BAL@TAM","BAL","TAM","","","Yes",""
"15426-12972","P","Wade","Miley","21","4","6700","HOU@SEA","SEA","HOU","","","",""
"15426-5596","P","Doug","Fister","17.75","4","6700","HOU@SEA","HOU","SEA","","","",""
"15426-5547","P","CC","Sabathia","20.333333333333332","3","6700","NYY@TEX","NYY","TEX","","","Yes",""
"15426-5962","P","Miguel","González","19","1","6700","CWS@TOR","CWS","TOR","","","",""
"15426-52194","P","Aarón","Sánchez","31.75","4","6700","CWS@TOR","TOR","CWS","","","",""
"15426-11328","P","Martín","Pérez","17.25","4","6700","NYY@TEX","TEX","NYY","","","Yes",""
"15426-13415","P","Tom","Koehler","23","3","6700","MIA@LOS","MIA","LOS","","","",""
"15426-17163","P","Taylor","Jungmann","9","4","6700","MIL@CHC","MIL","CHC","","","Yes",""
"15426-62982","P","Cody","Anderson","12.75","4","6600","CLE@MIN","CLE","MIN","","","",""
"15426-53025","P","Logan","Verrett","20.166666666666668","6","6600","CIN@NYM","NYM","CIN","","","",""
"15426-5396","P","Phil","Hughes","28","4","6600","CLE@MIN","MIN","CLE","","","",""
"15426-11339","P","Mike","Leake","19","4","6600","STL@ARI","STL","ARI","","","",""
"15426-13438","P","Drew","Pomeranz","40.5","4","6600","SDP@SFG","SDP","SFG","","","",""
"15426-53067","P","Chris","Bassitt","22.75","4","6500","OAK@DET","OAK","DET","","","",""
"15426-53029","P","Robbie","Ray","28.75","4","6500","STL@ARI","ARI","STL","","","",""
"15426-38000","P","Kevin","Gausman","33","1","6500","BAL@TAM","BAL","TAM","","","",""
"15426-5416","P","Brett","Anderson","25.387096774193548","31","6500","MIA@LOS","LOS","MIA","DL","Back","",""
"15426-53607","P","Anthony","DeSclafani","27.93548387096774","31","6500","CIN@NYM","CIN","NYM","DL","Oblique","",""
"15426-15221","P","Tommy","Milone","18.75","4","6400","CLE@MIN","MIN","CLE","","","",""
"15426-6200","P","Jason","Vargas","23.666666666666668","9","6400","KAN@LAA","KAN","LAA","DL","Elbow","",""
"15426-5466","P","Charlie","Morton","24.25","4","6400","PHI@WAS","PHI","WAS","DL","Hamstring","",""
"15426-64044","P","Tyler","Duffey","12","1","6400","CLE@MIN","MIN","CLE","DTD","Shoulder","",""
"15426-6101","P","Jake","Peavy","17.25","4","6400","SDP@SFG","SFG","SDP","","","",""
"15426-10968","P","Jeremy","Hellickson","24","4","6300","PHI@WAS","PHI","WAS","","","Yes",""
"15426-6166","P","Alfredo","Simón","3.25","4","6300","CIN@NYM","CIN","NYM","","","",""
"15426-5602","P","John","Danks","17.333333333333332","3","6300","CWS@TOR","CWS","TOR","","","",""
"15426-5574","P","Mat","Latos","38.5","4","6300","CWS@TOR","CWS","TOR","","","",""
"15426-12175","P","Iván","Nova","9.8","5","6300","NYY@TEX","NYY","TEX","","","",""
"15426-38306","P","Adam","Conley","22","4","6300","MIA@LOS","MIA","LOS","","","",""
"15426-17124","P","Chad","Bettis","28.8","5","6300","PIT@COL","COL","PIT","","","",""
"15426-5742","P","Ricky","Nolasco","34.25","4","6300","CLE@MIN","MIN","CLE","","","",""
"15426-21211","P","Mike","Wright","21.333333333333332","3","6300","BAL@TAM","BAL","TAM","","","",""
"15426-13031","P","Rubby","De La Rosa","15.833333333333334","6","6200","STL@ARI","ARI","STL","","","",""
"15426-53590","P","Nick","Martínez","-2","1","6200","NYY@TEX","TEX","NYY","","","",""
"15426-52152","P","Robert","Stephenson","30","2","6200","CIN@NYM","CIN","NYM","","","",""
"15426-52195","P","Daniel","Norris","21.23076923076923","13","6200","OAK@DET","DET","OAK","","","",""
"15426-13061","P","Henderson","Álvarez","11.5","4","6100","OAK@DET","OAK","DET","DL","Shoulder","",""
"15426-65988","P","Zach","Davies","6.5","2","6100","MIL@CHC","MIL","CHC","","","",""
"15426-38144","P","Shane","Greene","14.5","4","6100","OAK@DET","DET","OAK","DTD","Finger","",""
"15426-6082","P","Jonathon","Niese","24.8","5","6100","PIT@COL","PIT","COL","","","Yes",""
"15426-16986","P","Álex","Colomé","7.625","8","6100","BAL@TAM","TAM","BAL","","","",""
"15426-70272","P","César","Vargas","21","1","6000","SDP@SFG","SDP","SFG","","","",""
"15426-62603","P","Williams","Pérez","11.333333333333334","3","6000","ATL@BOS","ATL","BOS","","","",""
"15426-38141","P","Vidal","Nuño","4.833333333333333","6","6000","HOU@SEA","SEA","HOU","","","",""
"15426-38162","P","Mike","Bolsinger","26.761904761904763","21","6000","MIA@LOS","LOS","MIA","DL","Oblique","",""
"15426-5711","P","Matt","Garza","21.192307692307693","26","6000","MIL@CHC","MIL","CHC","DL","Back","",""
"15426-5885","P","Jhoulys","Chacin","30","3","6000","ATL@BOS","ATL","BOS","","","",""
"15426-6290","P","Wade","Davis","7.375","8","5900","KAN@LAA","KAN","LAA","","","",""
"15426-21638","P","Jarred","Cosart","9.666666666666666","3","5900","MIA@LOS","MIA","LOS","","","",""
"15426-53058","P","Henry","Owens","13","1","5900","ATL@BOS","BOS","ATL","","","",""
"15426-52998","P","Aaron","Brooks","14.846153846153847","13","5900","MIL@CHC","CHC","MIL","DL","Hip","",""
"15426-58432","P","Brandon","Finnegan","25.8","5","5900","CIN@NYM","CIN","NYM","","","",""
"15426-5336","P","Gavin","Floyd","7.857142857142857","7","5900","CWS@TOR","TOR","CWS","","","",""
"15426-38304","P","Archie","Bradley","4","1","5900","STL@ARI","ARI","STL","","","",""
"15426-52184","P","Matt","Wisler","19.4","5","5900","ATL@BOS","ATL","BOS","","","",""
"15426-13116","P","Jeff","Locke","20.75","4","5800","PIT@COL","PIT","COL","","","",""
"15426-12936","P","Kyle","Gibson","13.25","4","5800","CLE@MIN","MIN","CLE","DL","Shoulder","",""
"15426-5097","P","Mike","Pelfrey","14.5","4","5800","OAK@DET","DET","OAK","","","",""
"15426-62870","P","Jon","Moscot","13","2","5800","CIN@NYM","CIN","NYM","","","Yes",""
"15426-53396","P","Nick","Tropeano","31","3","5800","KAN@LAA","LAA","KAN","","","Yes",""
"15426-38161","P","Chase","Anderson","21.75","4","5800","MIL@CHC","MIL","CHC","","","",""
"15426-38146","P","Sean","Nolin","15.5","6","5800","MIL@CHC","MIL","CHC","DL","Elbow","",""
"15426-12948","OF","Bryce","Harper","18.473684210526315","19","5700","PHI@WAS","WAS","PHI","","","",""
"15426-38091","P","Kyle","Lobstein","11","6","5700","PIT@COL","PIT","COL","","","",""
"15426-17118","P","Robbie","Erlin","25.666666666666668","3","5700","SDP@SFG","SDP","SFG","DL","Elbow","",""
"15426-13458","P","Nate","Jones","6.5","10","5700","CWS@TOR","CWS","TOR","","","",""
"15426-56790","P","Phil","Klein","9.2","5","5600","NYY@TEX","TEX","NYY","","","",""
"15426-52857","P","Kyle","Ryan","4.714285714285714","7","5600","OAK@DET","DET","OAK","","","",""
"15426-5741","P","Bud","Norris","19.75","4","5600","ATL@BOS","ATL","BOS","","","Yes",""
"15426-5647","P","Jorge","De La Rosa","17.6","5","5600","PIT@COL","COL","PIT","DTD","Groin","",""
"15426-39043","P","Tyler","Wilson","14.25","4","5500","BAL@TAM","BAL","TAM","","","",""
"15426-6229","P","Chris","Young","22.25","4","5500","KAN@LAA","KAN","LAA","","","Yes",""
"15426-12319","P","Felix","Doubront","18.25","16","5500","OAK@DET","OAK","DET","DL","Elbow","",""
"15426-38228","P","Trevor","May","7.6","10","5500","CLE@MIN","MIN","CLE","","","",""
"15426-17177","P","Ariel","Peña","-10","1","5500","MIL@CHC","MIL","CHC","","","",""
"15426-5789","P","Matt","Cain","16.5","4","5500","SDP@SFG","SFG","SDP","","","",""
"15426-64488","P","Colin","Rea","16.166666666666668","6","5400","SDP@SFG","SDP","SFG","","","",""
"15426-23409","P","Dan","Straily","16.8","5","5400","CIN@NYM","CIN","NYM","","","",""
"15426-13176","P","Ryan","Vogelsong","13.5","4","5300","PIT@COL","PIT","COL","","","",""
"15426-13068","P","Danny","Farquhar","4.166666666666667","6","5300","BAL@TAM","TAM","BAL","","","",""
"15426-12575","P","Dillon","Gee","16.333333333333332","3","5300","KAN@LAA","KAN","LAA","","","",""
"15426-12442","P","Vance","Worley","19.5","4","5300","BAL@TAM","BAL","TAM","","","",""
"15426-38172","P","Chris","Heston","4.5","4","5300","SDP@SFG","SFG","SDP","","","",""
"15426-13141","P","Brett","Oberholtzer","12.25","4","5200","PHI@WAS","PHI","WAS","","","",""
"15426-63136","P","Matt","Boyd","20","1","5200","OAK@DET","DET","OAK","","","",""
"15426-13258","P","Wily","Peralta","15.8","5","5200","MIL@CHC","MIL","CHC","","","",""
"15426-58434","P","Kendall","Graveman","26.5","4","5200","OAK@DET","OAK","DET","","","",""
"15426-12932","P","John","Lamb","23.9","10","5100","CIN@NYM","CIN","NYM","DL","Back","",""
"15426-13719","3B","Nolan","Arenado","14.755","20","5100","PIT@COL","COL","PIT","","","",""
"15426-13418","P","Alex","Wilson","8.25","4","5100","OAK@DET","DET","OAK","","","",""
"15426-54130","P","Ryan","Weber","10.666666666666666","3","5100","ATL@BOS","ATL","BOS","","","",""
"15426-53038","P","Dallas","Beeler","6.333333333333333","3","5000","MIL@CHC","CHC","MIL","DL","Shoulder","",""
"15426-52887","P","Tyler","Matzek","17.5","6","5000","PIT@COL","COL","PIT","DL","Personal","",""
"15426-5973","P","Matt","Harrison","13","3","5000","PHI@WAS","PHI","WAS","DL","Back","",""
"15426-52155","P","Jon","Gray","30","1","5000","PIT@COL","COL","PIT","","","Yes",""
"15426-16957","P","Dylan","Bundy","3","6","5000","BAL@TAM","BAL","TAM","","","",""
"15426-57717","P","Buck","Farmer","11.333333333333334","3","5000","OAK@DET","DET","OAK","","","",""
"15426-68660","P","Tim","Melville","6","3","5000","CIN@NYM","CIN","NYM","","","",""
"15426-12937","P","Manny","Bañuelos","14.714285714285714","7","4900","ATL@BOS","ATL","BOS","DL","Elbow","",""
"15426-12934","P","Tyler","Chatwood","28.75","4","4900","PIT@COL","COL","PIT","","","",""
"15426-15219","P","Eric","Surkamp","12.25","4","4800","OAK@DET","OAK","DET","","","",""
"15426-38981","P","Brandon","Workman","0","0","4800","ATL@BOS","BOS","ATL","DL","Elbow","",""
"15426-12933","OF","Mike","Trout","11.135","20","4800","KAN@LAA","LAA","KAN","","","",""
"15426-12929","P","Jordan","Lyles","11.75","4","4800","PIT@COL","COL","PIT","","","",""
"15426-12968","1B","Paul","Goldschmidt","13.328571428571427","21","4800","STL@ARI","ARI","STL","","","",""
"15426-5456","OF","Andrew","McCutchen","12.25","20","4800","PIT@COL","PIT","COL","","","",""
"15426-38096","P","David","Hale","0","2","4800","BAL@TAM","BAL","TAM","","","",""
"15426-12113","3B","Josh","Donaldson","15.35","22","4800","CWS@TOR","TOR","CWS","","","",""
"15426-17036","P","Dan","Otero","6.2","5","4800","CLE@MIN","CLE","MIN","","","",""
"15426-13184","P","Adam","Warren","10.714285714285714","7","4700","MIL@CHC","CHC","MIL","","","",""
"15426-53070","P","Christian","Bergman","9","6","4700","PIT@COL","COL","PIT","","","",""
"15426-52673","P","Shae","Simmons","0","0","4600","ATL@BOS","ATL","BOS","DL","Elbow","",""
"15426-52719","P","Mario","Hollands","0","0","4600","PHI@WAS","PHI","WAS","DL","Elbow","",""
"15426-13213","P","Tim","Collins","0","0","4600","KAN@LAA","KAN","LAA","DL","Elbow","",""
"15426-21707","P","Michael","Mariot","4.5","2","4600","PHI@WAS","PHI","WAS","DL","Ankle","",""
"15426-12940","1B","Anthony","Rizzo","15.24","20","4600","MIL@CHC","CHC","MIL","","","",""
"15426-12302","OF","Giancarlo","Stanton","11.958823529411765","17","4600","MIA@LOS","MIA","LOS","","","",""
"15426-58435","P","A.J.","Achter","6","1","4600","KAN@LAA","LAA","KAN","","","",""
"15426-38001","P","Matt","Barnes","8.75","8","4600","ATL@BOS","BOS","ATL","","","",""
"15426-5587","P","Matt","Albers","6.5","10","4600","CWS@TOR","CWS","TOR","","","",""
"15426-38106","P","Kirby","Yates","6.571428571428571","7","4600","NYY@TEX","NYY","TEX","","","",""
"15426-38059","P","Arnold","León","3.5","2","4600","CWS@TOR","TOR","CWS","","","",""
"15426-5564","OF","José","Bautista","12.763636363636364","22","4600","CWS@TOR","TOR","CWS","","","",""
"15426-38043","P","Enny","Romero","7.375","8","4600","BAL@TAM","TAM","BAL","","","",""
"15426-38036","P","T.J.","McFarland","5.166666666666667","6","4600","BAL@TAM","BAL","TAM","","","",""
"15426-38178","P","R.J.","Álvarez","3","21","4600","OAK@DET","OAK","DET","DL","Elbow","",""
"15426-17123","P","Chris","Rusin","14.25","4","4600","PIT@COL","COL","PIT","","","",""
"15426-17101","P","Josh","Edgin","0","0","4600","CIN@NYM","NYM","CIN","DL","Elbow","",""
"15426-13637","P","Dan","Jennings","7","4","4600","CWS@TOR","CWS","TOR","","","",""
"15426-57770","P","Álex","Cláudio","6.333333333333333","3","4600","NYY@TEX","TEX","NYY","","","",""
"15426-11324","P","Jordan","Walden","5.333333333333333","12","4600","STL@ARI","STL","ARI","DL","Shoulder","",""
"15426-52192","P","Luke","Jackson","4","7","4600","NYY@TEX","TEX","NYY","","","",""
"15426-52163","P","Miguel","Almonte","4.222222222222222","9","4600","KAN@LAA","KAN","LAA","","","",""
"15426-52177","P","Jesse","Biddle","0","0","4600","ATL@BOS","ATL","BOS","DL","Elbow","",""
"15426-39151","OF","Mookie","Betts","13.87","20","4500","ATL@BOS","BOS","ATL","","","",""
"15426-12591","P","Kyle","Drabek","9","1","4500","STL@ARI","ARI","STL","","","",""
"15426-60626","P","Aaron","Blair","10","1","4500","ATL@BOS","ATL","BOS","","","",""
"15426-5434","OF","Ryan","Braun","13.678947368421051","19","4500","MIL@CHC","MIL","CHC","","","",""
"15426-13929","3B","Manny","Machado","14.194736842105263","19","4500","BAL@TAM","BAL","TAM","","","",""
